address,district,area,bedrooms,garage,type,rent,total,latitude,longitude
Rua Nanuque,Vila Leopoldina,115,3,2,Apartamento,4450,6177,-23.5291752,-46.7273705
Rua Olímpia de Almeida Prado,Barra Funda,33,1,1,Studio e kitnet,2550,3286,-23.5319565,-46.6571801
Rua do Lavapés,Cambuci,45,2,0,Apartamento,2500,3046,-23.5622441,-46.6216806
Rua São Venceslau,Vila Guarani (z Sul),53,2,1,Apartamento,1900,2774,-23.6388128,-46.6352501
Rua Doutor Cesário Mota Júnior,Vila Buarque,30,1,0,Studio e kitnet,1350,1830,-23.5456199,-46.6489416
Avenida Deputado Emílio Carlos,Limão,49,2,1,Apartamento,1900,2359,-23.4986241,-46.6751539
Rua Caio Prado,Consolação,24,1,0,Studio e kitnet,4300,4765,-23.547932,-46.6490342
Avenida Joaquina Ramalho,Vila Guilherme,60,3,1,Apartamento,3000,3845,-23.5125174,-46.6066366
Rua Amandaú,Tucuruvi,35,2,0,Apartamento,2500,2976,-23.4891168,-46.6081076
Rua Conselheiro Lafaiette,Mooca,45,2,0,Apartamento,2400,2993,-22.933668,-47.03701
Rua Cardoso de Almeida,Perdizes,33,1,0,Apartamento,3000,4039,-23.5519203,-46.6758944
Rua Leandro Dupré,Vila Clementino,15,1,0,Studio e kitnet,1000,1038,-23.5967275,-46.6465525
Rua Leôncio da Costa Vieira,Jardim Piqueroby,41,2,0,Studio e kitnet,2900,3142,-23.5722182,-46.5290265
Avenida Mascote,Vila Mascote,86,2,2,Apartamento,4800,5935,-23.6466389,-46.6703112
Rua Bela Cintra,Consolação,51,1,1,Apartamento,4000,5189,-23.5564177,-46.6618937
Rua Gomes de Carvalho,Vila Olímpia,30,1,1,Studio e kitnet,3000,3751,-23.5948667,-46.6896067
Avenida Vereador José Diniz,Santo Amaro,47,1,1,Apartamento,2799,3526,-23.6272108,-46.6845584
Rua Batataes,Jardim Paulista,54,1,2,Apartamento,3466,6316,-23.5714135,-46.6561708
Rua Augusta,Cerqueira César,35,1,1,Apartamento,2800,3661,-23.5612183,-46.6634607
Rua Cardoso de Almeida,Perdizes,33,1,0,Studio e kitnet,3000,4116,-23.5519203,-46.6758944
Rua Doutor Plínio Barreto,Bela Vista,60,2,1,Apartamento,5500,6504,-23.5575749,-46.6521241
Rua Azevedo Soares,Vila Gomes Cardim,82,3,1,Apartamento,3000,4040,-23.5500163,-46.5721621
Rua Luís Correia de Melo,Vila Cruzeiro,58,2,1,Apartamento,3500,4479,-23.633037,-46.7154644
R. Mal. Barbacena,Jardim Anália Franco,78,1,1,Apartamento,3950,5182,-23.5538315,-46.5774135
Rua Marília de Dirceu,Jardim Aeroporto,200,2,1,Casa,8000,8398,-22.8955793,-43.2750705
Rua Marie Nader Calfat 270,Jardim Ampliação,32,1,0,Studio e kitnet,2370,2962,-23.628751,-46.7293431
Avenida Amador Bueno da Veiga,Penha de França,58,2,1,Apartamento,2500,3476,-23.5221576,-46.5307123
Rua da Consolação,Consolação,65,2,0,Apartamento,2100,2831,-23.5480826,-46.6492296
Rua Itamonte,Vila Medeiros,58,3,1,Apartamento,3800,4536,-23.490097,-46.5795333
Rua Sena Madureira,Vila Clementino,68,3,1,Apartamento,5200,6684,-23.5941596,-46.6442194
Rua Cayowaá,Perdizes,83,3,2,Apartamento,3600,5242,-23.5469902,-46.6899356
Rua Engenheiro Isaac Garcêz,Rudge Ramos,184,3,2,Apartamento,3800,4626,-23.6653594,-46.5659145
Rua Cayowaá,Perdizes,68,3,1,Apartamento,3000,4182,-23.5469902,-46.6899356
Avenida Diógenes Ribeiro de Lima,Alto da Lapa,64,2,2,Apartamento,3000,4480,-23.5354605,-46.7184678
Rua Antônio Gomes Ferreira,Sacoma,33,2,0,Apartamento,1700,2095,-23.6339516,-46.5941399
Avenida Padres Olivetanos,Vila Esperança,73,3,1,Apartamento,2700,4093,-23.5298703,-46.5277112
Rua Gabriele D’annunzio,Campo Belo,35,1,1,Studio e kitnet,3800,4637,-23.6187554,-46.6813545
Rua Francisca Júlia,Santana,50,2,1,Apartamento,1900,2685,-23.4933075,-46.6288238
Rua Bruno Cavalcanti Feder,Quinta da Paineira,50,2,1,Apartamento,1700,2321,-23.5930166,-46.5814807
Rua Alves Guimarães,Pinheiros,25,1,0,Studio e kitnet,2500,2986,-23.5516401,-46.6811417
Rua Elza Guimarães,Vila Amália (zona Norte),48,2,0,Apartamento,1100,1542,-23.4670391,-46.6520604
Rua Franklin Magalhães,Vila Santa Catarina,15,1,0,Casa,750,846,-23.6524084,-46.657036
Rua Delfina da Cunha,Jardim Hercilia,30,2,2,Casa,2430,2725,-22.8212144,-43.404856
Rua Eugênia Sá Vitale,Vila Santa Luzia,53,2,1,Apartamento,2200,2968,-23.6578984,-46.6063683
Rua Doutor Gabriel de Resende Filho,Chora Menino,25,2,0,Apartamento,1400,1614,-23.571935,-46.563467
Rua Correia Dias,Paraíso,23,1,0,Studio e kitnet,4000,4061,-23.5766041,-46.6400087
Rua Vergueiro,Vila Firmiano Pinto,63,3,1,Apartamento,1500,2732,-23.6058329,-46.6143385
Rua Barata Ribeiro,Bela Vista,16,1,0,Studio e kitnet,3700,4459,-23.5558529,-46.6505512
Rua Doutor Teodoro Baima,República,20,1,0,Apartamento,2500,2912,-23.5469392,-46.6461959
Rua Salto,Paraíso,33,1,1,Studio e kitnet,1850,3340,-21.14968,-48.9698679
Rua Nicolau Barreto,Vila Cordeiro,50,1,1,Apartamento,5400,6258,-23.6174354,-46.6954702
Rua Malie Brenner,Vila Dom Pedro Ii,32,1,0,Apartamento,1600,1871,-23.4902714,-46.6026735
Avenida Duque de Caxias,Campos Elíseos,36,1,1,Apartamento,2200,3232,-22.7847817,-43.308287
Rua Vicente Ferreira Leite,Vila Siqueira (zona Norte),47,2,1,Apartamento,1650,2187,-23.4984765,-46.6804275
Rua Jaguarete,Casa Verde,54,2,1,Apartamento,4200,4954,-23.5108528,-46.6586068
Rua Batataes,Jardim Paulista,34,1,1,Studio e kitnet,4000,5288,-23.5714135,-46.6561708
Rua Fiandeiras,Vila Olímpia,42,1,1,Apartamento,2300,4056,-23.5969974,-46.6764655
Rua Conselheiro Brotero,Santa Cecília,30,1,1,Apartamento,3300,4132,-23.5349412,-46.6601529
Rua Santa Justina,Vila Olímpia,33,1,1,Studio e kitnet,3150,4658,-23.5961613,-46.6797935
Rua Kansas,Brooklin Paulista,84,2,2,Apartamento,7990,9832,-23.603672,-46.6848499
Rua Halionore,Vila Prudente,90,2,2,Casa,2715,2830,-23.582472,-46.5841716
Avenida Doutor Cardoso de Melo,Vila Olímpia,43,1,1,Studio e kitnet,3500,4774,-23.6025398,-46.6759245
Rua Barata Ribeiro,Bela Vista,20,1,0,Apartamento,4000,4754,-23.5558529,-46.6505512
Rua Oiti,Alto da Mooca,80,3,2,Apartamento,2250,3860,-5.8708763,-35.2225059
Rua Dr. Laerte Sertuba,Vila Suzana,67,3,1,Apartamento,1600,2364,,
Rua Carvalho de Freitas,Vila Andrade,50,2,1,Apartamento,2600,3410,-23.6307193,-46.7403137
Rua Girassol,Vila Madalena,25,1,0,Apartamento,2770,3508,-23.5495771,-46.69301901947137
Avenida dos Carinás,Indianópolis,26,1,0,Apartamento,3500,4235,-23.6132033,-46.6668685
Avenida Sapopemba,Jardim Planalto,35,1,0,Apartamento,1050,1261,-23.6108277,-46.5041976
Avenida Vila Ema,Vila Ema,32,1,0,Studio e kitnet,1300,1652,-23.580112,-46.569454
Rua Mundo Novo,Vila Anglo Brasileira,185,2,3,Casa,4579,4888,-23.5389602,-46.6949292
Rua Joaquim Afonso de Souza,Vila Celeste,49,1,1,Apartamento,1800,2303,-23.4828324,-46.6624231
Rua Barata Ribeiro,Bela Vista,18,1,0,Studio e kitnet,4000,4754,-23.5558529,-46.6505512
Rua Domingos Paiva,Brás,39,1,0,Apartamento,2330,2950,-23.5486945,-46.6144899
Alameda Iraé,Indianópolis,25,1,0,Studio e kitnet,3690,4373,-23.6047168,-46.6616965
Rua Uxi,Jardim Santa Maria,80,2,1,Casa,1700,1842,-19.547331,-42.590405
Rua Nossa Senhora de Fátima,Santa Paula,71,2,2,Apartamento,3800,4536,-23.6220145,-46.5657556
Rua Cinco de Outubro,Americanópolis,120,2,1,Casa,1846,1924,-23.4926273,-47.4792625
Rua Baía Grande,Vila Bela,40,1,1,Casa,1100,1177,-23.6034001,-46.5705276
Rua Antônio Píres,Vila Albertina,72,2,1,Apartamento,3082,3801,-23.4567273,-46.6137832
Rua São João da Bocaina,Chácara Mafalda,75,2,1,Casa,1800,2076,-23.5741924,-46.5497622
Rua João Biancalana,Paulicéia,62,3,1,Apartamento,1800,2319,-23.6707539,-46.5975444
Rua Vicente Pereira de Assunção,Vila Constança,65,3,1,Apartamento,1872,2621,-23.6666678,-46.6717795
Rua Itanhaém,Vila Prudente,50,2,1,Apartamento,2100,2915,-23.5821502,-46.575926
Rua Gregório Souza,Vila Nova Savoia,44,2,1,Apartamento,1500,1723,-15.6987946,-44.0167558
Rua General Júlio Marcondes Salgado,Campos Elíseos,64,2,1,Apartamento,1800,2442,-22.8949738,-48.4400514
Rua Stela Marina,Brooklin,26,1,0,Studio e kitnet,4500,5074,-20.910424,-46.984389
Rua Capote Valente,Pinheiros,83,2,1,Apartamento,3200,4131,-23.549881,-46.6809439
"Indianópolis, São Paulo - Sp, 04524-020, Brasil",Indianópolis,24,1,1,Apartamento,3200,4317,-23.600067,-46.659
Rua Ministro Godói,Perdizes,110,3,0,Apartamento,5400,6480,-23.5383278,-46.6723021
Rua Xingu,Vila Valparaíso,60,3,1,Apartamento,1700,2291,-23.6714605,-46.5514111
Rua Galeno de Castro,Jurubatuba,34,1,0,Apartamento,1800,2144,-23.6663597,-46.7050711
Rua Joaquim Afonso de Souza,Casa Verde Alta,26,1,0,Apartamento,920,1022,-23.4828324,-46.6624231
Rua Hercília,Vila Matilde,69,2,2,Casa,2500,2731,-23.5395069,-46.5268124
Rua Leopoldo Silingardi,Jardim Las Vegas,43,2,1,Apartamento,1800,2387,-23.4300094,-46.5447607
Rua República do Togo,Jardim Peri Peri,70,2,1,Casa,2633,2887,-23.585207,-46.7346235
Rua Barata Ribeiro,Bela Vista,22,1,0,Studio e kitnet,4000,4754,-23.5558529,-46.6505512
Rua Heloísa Camargo,Vila Esperança,45,1,0,Casa,1250,1371,-23.5262125,-46.5278697
Rua São Bernardo,Cidade Mãe do Céu,47,2,0,Apartamento,2950,3394,-2.5536356,-44.2245775
Rua Galeno de Castro,Jurubatuba,35,2,0,Apartamento,2200,2520,-23.6663597,-46.7050711
Rua Alves Guimarães,Pinheiros,38,1,1,Apartamento,4300,5485,-23.5516401,-46.6811417
Rua Doutor Gabriel dos Santos,Santa Cecilia,33,1,1,Apartamento,1600,2536,-23.5353346,-46.6592958
Avenida Guarulhos,Vila Venditti,50,2,1,Apartamento,1450,1936,-23.4881423,-46.5453574
Rua Gilberto Sabino,Pinheiros,73,1,2,Apartamento,9500,11210,-23.5651056,-46.701042
Rua Doutor Penaforte Mendes,Bela Vista,29,1,1,Apartamento,2430,3438,-23.5547955,-46.6516181
Avenida Roque Petroni Júnior,Jardim das Acácias,22,1,0,Studio e kitnet,3800,4521,-23.6201494,-46.6999659
Rua do Lavapés,Cambuci,26,1,0,Apartamento,1350,1616,-23.5622441,-46.6216806
Rua Delegado Moraes Novaes,Vila Andrade,72,2,2,Apartamento,3000,3919,-23.6342262,-46.7350249
Rua Pires de Campos,Alto da Mooca,34,2,0,Apartamento,1795,2334,-5.9164087,-35.2617594
Rua Intendência,Brás,53,2,0,Apartamento,1550,2010,-23.5344382,-46.5953095
Rua Campos,Vila Inah,354,3,3,Casa,5970,7013,-22.8314075,-43.4002955
Rua Doutor Argemiro Couto de Barros,Chácara Inglesa,69,1,0,Casa,1500,1563,-16.701673,-45.413733
Rua Barão de Iguape,Liberdade,50,2,1,Apartamento,2086,2601,-23.5582387,-46.6371062
Rua Marechal Deodoro,Santa Paula,69,2,2,Apartamento,3550,4268,-23.6174079,-46.5627495
Rua Riskallah Jorge,Centro,34,1,0,Studio e kitnet,1040,1420,-23.5415578,-46.6353304
Rua Aurora,Santa Efigênia,28,1,0,Studio e kitnet,1990,2551,-3.7431269,-38.5349031
Rua Marie Nader Calfat,Jardim Ampliação,56,2,1,Apartamento,2150,2788,-23.6276937,-46.7297786
Rua Joaquim Ferreira,Água Branca,43,1,1,Apartamento,2800,3742,-3.8159581,-38.4693682
Rua George Smith,Lapa,55,2,1,Apartamento,3200,3932,-23.5178689,-46.7042944
Rua Henrique Casela,Jardim América da Penha,46,2,1,Apartamento,1500,1908,-23.5193906,-46.5524964
Rua Igarité,Vila Nova Carolina,24,1,0,Studio e kitnet,800,1031,-22.8269933,-43.4148938
Rua Soldado Teodoro Francisco Ribeiro,Parque Novo Mundo,65,3,1,Apartamento,2000,2748,-23.5162077,-46.5657968
Rua Doutor Clemente Jobim,Jardim da Glória,27,1,0,Studio e kitnet,1902,2365,-23.5819068,-46.6164334
Rua Manoel Rodrigues da Costa,Vila Guedes,80,2,2,Casa,2000,2085,-23.4868508,-46.7428646
Rua Alexandrino da Silveira Bueno,Cambuci,40,2,0,Apartamento,1600,2007,-23.5658871,-46.6155755
Avenida Salgado Filho,Centro,68,3,1,Apartamento,2100,2750,-23.465254,-46.530225
Rua Otto de Alencar,Liberdade,44,2,1,Apartamento,1700,2266,-23.5590367,-46.6247829
Rua Jaguaré,Jaguaré,58,2,2,Apartamento,2150,2869,-23.5528211,-46.745477
Rua Fernandes Moreira,Chácara Santo Antônio (zona Sul),62,2,1,Apartamento,9500,10680,-23.6310663,-46.704294
Rua Peixoto Gomide,Jardim Paulista,45,1,0,Studio e kitnet,1600,2044,-23.5608957,-46.6570937
Rua Ilansa,Vila Prudente,79,3,2,Apartamento,3650,4888,-23.5791093,-46.5883235
Rua André Saraíva,Vila Sonia,30,1,0,Casa,1150,1199,-23.5920632,-46.7306162
Rua Luís Gama,Cambuci,29,1,0,Studio e kitnet,1550,1910,-23.567857,-46.6114812
Rua Ibitirama,Vila Prudente,55,2,1,Apartamento,2747,3361,-23.5823178,-46.5853328
Rua Cardoso de Almeida,Perdizes,106,3,1,Apartamento,3276,4918,-23.5519203,-46.6758944
Rua Aquiles Jovane,Jardim Celeste,48,2,1,Apartamento,1400,2017,-23.6574223,-46.6112342
Rua Massaranduba,Vila Monte Alegre,38,1,1,Apartamento,2000,2685,-23.6251583,-46.6388264
Rua Agostinho Correia,Vila Regina,50,2,1,Apartamento,1300,1650,-23.4786859,-46.7083472
Rua Itararé,Bela Vista,30,2,0,Apartamento,1643,1898,-23.5551578,-46.6544564
Rua Alves Guimarães,Pinheiros,43,1,1,Apartamento,3900,4865,-23.5516401,-46.6811417
Rua Helena,Vila Olímpia,126,3,3,Apartamento,15000,17410,-23.5931509,-46.6860701
Avenida Cangaíba,Cangaíba,39,2,1,Apartamento,1200,1482,-23.5107548,-46.5405895
Rua João de Godói Moreira,Socorro,56,1,0,Casa,1650,1720,-23.6693083,-46.7203051
Rua Pascal,Campo Belo,35,1,1,Studio e kitnet,3500,4440,-23.6163611,-46.6772909
Rua Martins Fontes,Centro,41,1,1,Apartamento,2800,3638,-23.296155,-45.9473338
Rua Maestro Elias Lobo,Jardim Paulista,78,2,0,Apartamento,4900,5696,-23.5723018,-46.6632378
Praça Alberto Lion,Cambuci,29,1,0,Apartamento,1333,1704,-23.562555,-46.61134046799562
Rua Montojó,Quinta da Paineira,52,2,1,Apartamento,1250,1914,-23.5923217,-46.5811965
Rua Cachoeira,Jardim Rosa de Franca,40,1,0,Casa,800,834,-12.8481022,-38.4513465
Alameda Iraé,Indianópolis,24,1,0,Studio e kitnet,3300,4017,-23.6047168,-46.6616965
Rua Guaicurus,Água Branca,29,1,0,Apartamento,2000,2327,-23.5206245,-46.7009725
Rua Acaraú,Bela Vista,33,1,0,Apartamento,2150,2681,-23.5538741,-46.6488892
Rua Coronel Luís Barroso,Santo Amaro,33,1,1,Studio e kitnet,2800,3396,-23.6471119,-46.7049816
Rua Paim,Bela Vista,36,1,1,Apartamento,2800,3445,-23.5548176,-46.6490388
Rua Catumbi,Catumbi,48,2,1,Apartamento,1900,2474,-23.534239,-46.600548
Rua Padre Mariano Ronchi,Vila Pereira Cerca,46,2,1,Apartamento,1150,2044,-23.4929871,-46.7109811
Rua Fernando Dondon,Tatuapé,30,1,0,Studio e kitnet,1550,1662,-23.5464234,-46.5620488
Rua Benedito Faber,Lajeado,52,2,1,Apartamento,2290,2869,-22.549302,-47.398811
Rua Doutor Augusto de Miranda,Vila Pompéia,42,1,1,Studio e kitnet,4750,5959,-23.5326085,-46.6912451
Avenida Doutor Hugo Beolchi,Vila Guarani (z Sul),26,1,0,Apartamento,2700,3093,-23.6343599,-46.6414418
Avenida Nove de Julho,Bela Vista,30,1,0,Studio e kitnet,2000,2342,-23.5606299,-46.6551101
Rua Gabriele D'annunzio,Campo Belo,37,1,1,Studio e kitnet,3500,4276,-23.6187554,-46.6813545
Rua Frei Caneca,Consolação,40,1,0,Apartamento,2527,3065,-23.5531867,-46.6521291
Rua Quararibéia,Vila Isa,61,2,1,Apartamento,3000,3696,-23.6702727,-46.6903764
Rua Jurupari,Jardim Oriental,35,1,0,Casa,980,1097,-23.6447253,-46.6493492
Rua Indiana,Brooklin Paulista,50,1,1,Apartamento,2600,3370,-19.9390625,-43.9756706
Avenida Jabaquara,Mirandópolis,26,1,0,Studio e kitnet,2188,2786,-23.6152422,-46.6385731
Rua Ciro Costa,Perdizes,32,1,1,Studio e kitnet,2750,3607,-23.531786,-46.6750583
Rua Conselheiro Ramalho,Bela Vista,32,1,0,Studio e kitnet,1700,2176,-23.5577177,-46.6443949
Rua Saint Hilaire,Jardim Paulista,32,1,1,Studio e kitnet,2100,2879,-23.571067,-46.6539054
Rua Dona Maria Carolina,Jardim Paulistano,24,1,1,Studio e kitnet,3500,4025,-20.040542,-48.926441
Rua Barão de Tatuí,Vila Buarque,30,1,1,Studio e kitnet,1262,1896,-23.536379,-46.6528834
Rua Jaguaribe,Vila Buarque,50,2,1,Apartamento,1700,2616,-19.8961605,-43.9373224
Rua Cristiano Viana,Cerqueira César,73,2,1,Apartamento,6000,7231,-23.5580046,-46.6780258
Rua Alves Guimarães,Pinheiros,25,1,0,Apartamento,3100,3650,-23.5516401,-46.6811417
Rua Valson Lopes,Vila Butantã,68,3,1,Apartamento,2500,3305,-23.5687935,-46.7436464
Rua Bucuituba,Vila Margarida,34,1,0,Apartamento,1100,1216,-23.5769113,-46.5516119
Rua Márcio Mazzei,Vila Nova Mazzei,53,2,1,Apartamento,1800,2369,-23.460931,-46.5952773
Avenida Francisco Matarazzo,Barra Funda,30,1,0,Apartamento,1600,2131,-23.5266918,-46.6731084
Rua do Valo Velho,Vila Ede,85,2,1,Casa,1350,1407,-23.6907839,-46.7986161
Rua Fradique Coutinho,Pinheiros,82,2,0,Casa,4000,4614,-23.562644,-46.6868335
Rua Guaicurus,Água Branca,28,1,0,Studio e kitnet,2400,2793,-23.5206245,-46.7009725
Rua Cantori,Vila Andrade,41,2,0,Apartamento,1300,1750,-23.632794,-46.7407487
Rua Coronel Deraldo Jordão,Vila Firmiano Pinto,90,2,2,Apartamento,5200,6574,-23.6002693,-46.6193007
Avenida Sapopemba,Sapopemba,56,2,1,Apartamento,2200,2842,-23.5992902,-46.5151113
Rua Gaspar Lourenço,Vila Mariana,50,2,0,Apartamento,3600,4289,-23.5825623,-46.63079
Avenida Celso Garcia,Belenzinho,44,2,1,Apartamento,1850,2321,-23.5295076,-46.5535712
Rua Cavour 399 Apto 124 B/a,Vila Prudente,75,3,2,Apartamento,2900,3648,-23.582849,-46.579819
Rua Engenheiro Bianor,Butantã,45,2,1,Apartamento,3850,4723,-23.5713457,-46.7078925
Rua Alves Guimarães,Pinheiros,33,1,0,Apartamento,3100,3677,-23.5516401,-46.6811417
Rua Dona Vitu Giorgi,Jardim Leonor,55,2,1,Apartamento,1600,2162,-23.6057798,-46.7252443
Rua Farjalla Koraicho,Jabaquara,91,2,1,Casa,2700,2814,-23.6426728,-46.643604
Rua Ouvidor Portugal,Vila Monumento,35,1,1,Apartamento,1800,2332,-23.57466,-46.6116588
Rua Doutor Nicolino Morena,Vila Constança,60,2,1,Apartamento,1350,1875,-23.4725257,-46.5820889
"Rua Sete Barras, 268",Nossa Senhora do Ó,65,3,1,Apartamento,2250,2854,-23.4988042,-46.7052212
Avenida Jabaquara,Mirandópolis,27,1,0,Studio e kitnet,2800,3363,-23.6152422,-46.6385731
Avenida João Barreto de Menezes,Vila Santa Catarina,80,2,5,Casa,2200,2305,-23.6514281,-46.6621004
Rua Professor Aprígio Gonzaga,São Judas,65,2,1,Apartamento,3500,4529,-23.6247342,-46.6338891
Rua Humberto I,Vila Mariana,21,1,0,Studio e kitnet,3400,4053,-23.5871207,-46.6407645
Rua Andrade Reis,Mooca,34,1,0,Apartamento,2000,2577,-23.5559103,-46.6196431
Rua Cunha Gago,Pinheiros,31,1,1,Apartamento,2300,3151,-23.5625079,-46.693739
Rua Ernani Pinto,Vila Maria Alta,65,3,1,Apartamento,1800,2494,-23.5031395,-46.5929078
Rua Cônego Vicente Miguel Marino,Barra Funda,40,2,1,Apartamento,2800,3308,-23.5266013,-46.6540593
Rua Andradas,Santa Efigênia,30,1,0,Studio e kitnet,760,1258,-19.8707804,-43.9084451
Avenida Marechal Mario Guedes,Jaguaré,70,2,1,Apartamento,2700,3686,-23.549129,-46.7359309
Avenida Cupecê,Jardim Prudência,28,1,0,Apartamento,1900,2254,-23.6710373,-46.6465404
Rua Álvaro Nunes,Vila Congonhas,61,2,2,Apartamento,3500,4947,-23.6214477,-46.6648977
Avenida Dr. Vieira de Carvalho,República,25,1,0,Studio e kitnet,1148,1742,-23.5421176,-46.6435826
Rua Gabriel dos Santos,Santa Cecília,38,1,1,Apartamento,2650,3652,-23.5353346,-46.6592958
"Rua Turiuba, 114, Água Fria",Água Fria,38,1,0,Casa em condomínio,1249,1367,-11.880921,-38.775552
Rua Maracanã-guaçu,Jardim Sao Francisco (zona Leste),45,2,1,Apartamento,1250,1596,-23.4993354,-46.529143
Rua Tabatinguera,Sé,22,1,0,Studio e kitnet,1799,2182,-23.5521762,-46.6274643
Rua Anamá,Guaiaúna,70,3,0,Casa,1200,1351,-22.8158548,-43.3038649
Rua Francisco Retti,Vila Oratorio,96,1,0,Casa,1700,1873,-23.5711959,-46.5743612
Rua Vigário Taques Bitencourt,Santo Amaro,350,3,4,Casa,3200,3378,-15.76043,-49.335567
Rua Conselheiro Furtado,Liberdade,26,1,0,Studio e kitnet,2100,2566,-23.559334,-46.6328694
Rua Doutor Miguel Vieira Ferreira,Tatuapé,30,0,0,Apartamento,1840,2113,-23.5344297,-46.5618852
Rua Coronel Fawcett,Vila Moraes,120,2,1,Casa,1400,1519,-23.6339573,-46.6174753
Rua Aguiar de Barros,Bela Vista,16,1,0,Apartamento,1800,2139,-23.5538383,-46.6398149
Rua Angaturama,Vila Moraes,35,1,0,Casa em condomínio,1250,1347,-23.623219,-46.6087781
Rua Alves Ribeiro,Cambuci,60,2,0,Apartamento,1900,2028,-23.5651849,-46.6226576
Rua Amorim Castro,Vila São Luís(zona Oeste),15,1,0,Studio e kitnet,740,1196,-23.5722295,-46.7391151
Rua Duque de Caxias,Campos Elíseos,61,1,0,Apartamento,1475,1732,-30.0336261,-51.228012
Rua Jardim das Margaridas,Vila Buenos Aires,75,2,1,Casa em condomínio,1577,1799,-23.5081912,-46.5130617
Rua Ibéria,Vila Isolina Mazzei,38,1,0,Apartamento,1250,1388,-23.4939719,-46.604675
Avenida São João,República,28,1,0,Studio e kitnet,1394,1493,-23.5397579,-46.6448726
Rua Coronel Homero da Silveira,Parque Peruche,70,1,1,Casa,1500,1655,-23.498421,-46.645571
Rua Cláudia,Vila Marieta,55,2,1,Apartamento,1700,2400,-23.517633,-46.526197
Rua Domingos Paiva,Brás,33,1,1,Apartamento,1700,2223,-23.5486945,-46.6144899
Rua das Águias Reais,Vila Cardoso Franco,50,2,1,Apartamento,791,1212,-23.6227024,-46.5068404
Rua Renéa Ferreira de Castilho,Super Quadra Morumbi,110,3,3,Casa,3500,3825,-23.6160981,-46.7508012
Rua Antônio Gomes Ferreira,Parque Fongaro,34,2,0,Studio e kitnet,1100,1360,-23.6339516,-46.5941399
Rua Honório Pena,Vila Matilde,101,3,3,Casa,3060,3190,-23.5333342,-46.5262394
Rua Natividade Saldanha,São Lucas,32,0,0,Studio e kitnet,1200,1532,-23.59294,-46.5565614
Rua Manuel Leiroz,Vila Penteado,38,1,0,Apartamento,1350,1702,-23.5137743,-46.5203076
Rua dos Carmelitas,Sé,38,1,0,Studio e kitnet,980,1377,-23.5519164,-46.6292206
Rua Gradaú,Vila Bela,50,2,2,Apartamento,2500,3231,-23.5986112,-46.5746135
Rua Vitório Ramalho,Tatuapé,91,3,2,Apartamento,6000,7282,-23.5315713,-46.5624947
Rua Aurélia,Vila Romana,80,2,0,Casa,2200,2335,-23.5238178,-46.6977423
Rua Washington Luís,Centro Histórico de São Paulo,22,1,0,Studio e kitnet,1843,2164,-23.5378167,-46.6332681
Rua Conselheiro Furtado,Liberdade,30,1,0,Studio e kitnet,2198,2682,-23.559334,-46.6328694
Rua Tristão de Oliveira,Vila Gumercindo,60,2,0,Casa,1555,1726,-23.6083221,-46.6187594
Rua Timbiras,Santa Efigênia,36,1,1,Apartamento,1177,1861,-8.0450486,-34.8858004
Rua François Coty,Cambuci,34,2,1,Apartamento,1680,2170,-23.565091,-46.61328
Rua Isaura Abad Giacomelli,Jardim Aurelia,32,1,0,Studio e kitnet,1700,2067,-23.6001052,-46.6216907
Avenida Alberto Augusto Alves,Vila Andrade,38,1,1,Apartamento,2800,2940,-23.6431738,-46.7350755
Rua Barão de Iguape,Liberdade,38,1,0,Studio e kitnet,1100,1492,-23.5582387,-46.6371062
Rua Ataliba Leonel,Vila Fidalgo,70,1,0,Casa,1380,1438,-22.986254,-49.8600621
Rua Josef Kryss,Parque Industrial Tomas Edson,29,1,0,Apartamento,1760,2206,-23.5188453,-46.6751025
Avenida Dedo de Deus,Vila Formosa,34,1,0,Studio e kitnet,1500,1807,-23.5640322,-46.5384899
Rua Akron,Jardim Aricanduva,60,1,0,Casa,1350,1407,-23.5690281,-46.5058161
Rua Itaqueri,Alto da Mooca,40,1,0,Casa,1200,1331,-23.5566137,-46.5885839
Rua dos Trilhos,Mooca,90,2,0,Apartamento,2450,2482,-23.5531566,-46.600068
Rua Barreiro da Raiz,Vila Nova Carolina,75,1,2,Casa,999,1041,-16.0444417,-43.2692405
