address,district,area,bedrooms,garage,type,rent,total,latitude,longitude
Rua Nossa Senhora Conceição Aparecida,Quitaúna,90,2,1,Apartamento,1300,2131,-23.5307286,-46.8140692
Via Transversal Sul,Novo Osasco,46,2,1,Apartamento,1450,2193,-23.580688,-46.794097
Rua São Paulo Antigo,Real Parque,185,3,3,Apartamento,5000,9403,45.164447,-89.095413
Rua Sapetuba,Butantã,79,3,1,Apartamento,6000,7285,-23.5737892,-46.7107668
Rua João Crudo,Centro,78,2,0,Apartamento,2000,3058,-23.5347124,-46.7824955
Travessa Doutor José Corrêa de Meira,Rio Pequeno,133,3,3,Casa,4000,4215,-23.5683054,-46.7503595
Rua Paulo Lício Rizzo,Vila Osasco,170,3,2,Apartamento,4320,5822,-23.5385465,-46.7780331
Avenida José Júlio,Jaguaribe,62,2,1,Apartamento,1500,1973,-23.5613356,-46.7864116
R Kenkiti Shimomoto,City Bussocaba,38,2,0,Casa,1316,1572,-23.5762682,-46.7873584
Praça Padroeira do Brasil,Centro,129,2,1,Casa,3500,3648,-23.5347029,-46.77400259770005
Rua Giovani Recordati,Parque São Domingos,81,3,2,Apartamento,3100,4535,-23.5068923,-46.740226
Rua Girassol,Jardim das Flores,55,1,0,Casa,1800,1942,-23.5363099,-46.7955765
Rua André Thomas,Vila Campesina,250,3,4,Casa,4100,4572,-4.4144616,-40.9078106
Rua Sales Júnior,Lapa,225,4,3,Apartamento,10000,14950,-23.531936,-46.7169155
dos Pinheiros,Pinheiros,35,1,1,Apartamento,5000,5616,-23.5684632,-46.6921512
Rua Alvorada do Norte,Vila Mangalot,60,2,1,Apartamento,2600,3438,-23.5017741,-46.7438838
Rua Almério de Albuquerque Melo,Jardim Santo Elias,167,3,4,Casa,2532,2843,-23.4997607,-46.749976
Avenida Franz Voegeli,Continental,41,1,1,Apartamento,2200,2844,-23.5462278,-46.7538227
Rua Guaianaz da Fonseca,Vila Madalena,170,2,2,Casa em condomínio,6500,7343,-23.5421002,-46.7014785
Avenida Padre Vicente Melillo,Umuarama,60,2,1,Apartamento,1900,2787,-23.5592724,-46.7818146
Rua Zuma de Sá Fernandes,Presidente Altino,68,2,1,Apartamento,3800,4677,-23.5320418,-46.7687438
Avenida Bussocaba,Umuarama,41,1,1,Apartamento,2100,2627,-23.5422726,-46.7727296
Avenida João Paulo Ii,São Pedro,42,2,1,Apartamento,1600,2157,-23.5451729,-46.8149516
Avenida Professor Francisco Morato,Butantã,78,3,1,Apartamento,6600,7584,-23.5844032,-46.7176022
Rua Sebastião de Mello Dias,Jaguaribe,55,1,0,Apartamento,1010,1345,-22.366851,-46.927862
Travessa Carlos Antônio Sussmann,Vila Yara,140,3,3,Casa,4370,4781,-12.915152,-38.409398
Rua Vitória Régia,Jardim das Flores,397,4,3,Casa,8000,8748,-23.5405584,-46.7888012
Rua Girassol,Vila Madalena,26,1,0,Apartamento,5500,6080,-23.5495771,-46.69301901947137
Rua Agostinho Navarro,Conceicao,52,2,1,Apartamento,1000,1415,-23.5772725,-46.7989576
Rua Tonelero,Vila Ipojuca,150,2,1,Casa em condomínio,12000,13260,-23.537441,-46.7076787
Rua Professor Nova Gomes,Vila Madalena,260,4,2,Casa,15000,15900,-23.5475945,-46.7038819
Avenida Flora,Jaguaribe,80,3,2,Apartamento,1900,2744,-23.5553351,-46.7866819
Rua Pedro Inácio Araujo,Vila São Silvestre,239,4,2,Casa em condomínio,4100,5631,-23.563513,-46.755515
Rua José Antônio da Silva,Jardim Elvira,127,2,1,Casa,1200,1251,-23.5068023,-46.8008445
Travessa Acácio João Magalhães,Bonfim,170,3,5,Casa,2750,3056,-19.876967,-44.994492
Rua Purpurina,Sumarezinho,130,6,2,Casa,9060,10040,-23.5525082,-46.6888568
Rua José Muniz dos Santos,Cidade Monções,75,2,1,Apartamento,3500,4715,-23.6069074,-46.6936749
Rua Engenheiro Pedro Garcin,Vila Antônio,64,2,1,Apartamento,1800,2724,-23.5795513,-46.7642337
Rua José Alves,Jardim Roberto,75,2,1,Casa,1650,1775,-23.543551,-46.8079468
Rua Iracema Senna Cerqueira dos Santos,Cidade Intercap,200,3,1,Casa,2500,2731,-23.5771431,-46.7676194
Avenida Hilário Pereira de Souza,Industrial Autonomistas,83,2,2,Apartamento,7100,8369,-23.5331266,-46.7723544
Rua Doutor Miranda de Azevedo,Pompeia,44,1,1,Apartamento,3100,3944,-23.5273077,-46.6884026
Rua Reinaldo Ceschini,Jardim Munhoz Junior,50,1,1,Casa,900,938,-23.4999466,-46.8079695
Rua Bias Fortes,Rio Pequeno,252,4,5,Casa,5440,5805,-23.5677495,-46.7514915
Travessa Três de Outubro,São Pedro,42,2,1,Apartamento,1100,1588,-23.5402594,-46.8115015
Avenida Hilário Pereira de Souza,Centro,77,2,1,Apartamento,3290,4179,-23.5331266,-46.7723544
Avenida João Del Papa,I.a.p.i.,60,3,1,Apartamento,1522,2124,-23.4269556,-51.9394664
Rua Aroaba,Vila Leopoldina,72,2,1,Apartamento,5340,6800,-23.5339574,-46.7310441
Rua Ofélia,Pinheiros,69,2,0,Apartamento,2920,4360,-23.5728259,-46.6980066
Rua Jacinto,Jardim das Flores,50,2,1,Casa,1345,1611,-23.5389632,-46.797233
Avenida Presidente Joao Goulart,Umuarama,50,2,1,Apartamento,2000,2718,-23.5570401,-46.7777086
Rua Sapetuba,Butantã,37,1,0,Studio e kitnet,2720,3310,-23.5737892,-46.7107668
Rua Romualdo Gouveia de Castro,Cipava,250,5,2,Casa,2400,2752,-23.5517133,-46.7879438
Rua Valson Lopes,Vila Butantã,25,1,0,Studio e kitnet,2500,2896,-23.5687935,-46.7436464
Avenida José Lourenço,Jaguaribe,60,2,1,Apartamento,2550,3249,-23.5571171,-46.7839667
Rua Adolpho Bozzi,Vila Osasco,59,2,1,Apartamento,1600,2604,-23.160187,-46.911275
Rua Fortunato Pulherini,Mutinga,22,1,0,Casa,871,911,-19.715962,-44.553018
Rua Joana Pereira Dias,Padroeira,36,1,0,Casa,849,1010,-23.5520072,-46.8091754
Rua Senador César Lacerda Vergueiro,Sumarezinho,70,1,1,Studio e kitnet,15000,16680,-23.5494655,-46.6925825
Avenida Jaguaribe,Jaguaribe,60,2,1,Apartamento,1490,2019,-23.5541546,-46.7931412
Avenida Domingos Odália Filho,Centro,50,2,1,Apartamento,2050,3053,-23.5348316,-46.7727523
Rua Pedralva,Alto de Pinheiros,160,3,3,Apartamento,5000,9709,-23.5433365,-46.7184639
Avenida Diógenes Ribeiro de Lima,Alto de Pinheiros,77,3,1,Apartamento,2500,3222,-23.5490158,-46.7097364
Rua José Teles da Conceição,Cipava,30,1,1,Studio e kitnet,1000,1038,-23.546636,-46.7880826
Rua Arthur Azevedo,Recanto das Rosas,300,3,2,Casa,3610,3920,-23.5798377,-46.8145667
Rua Tomé de Souza,Lapa,460,5,6,Casa,13600,15710,-23.5240197,-46.7180668
Rua Brigadeiro Godinho dos Santos,Vila Pirituba,50,1,0,Apartamento,1150,1194,-23.4785198,-46.7432857
Rua Treze de Outubro,Novo Osasco,36,1,1,Casa,1050,1158,-18.9220803,-41.596312
Avenida Cásper Líbero,Vila Osasco,60,2,1,Apartamento,2300,3102,-23.5438955,-46.783614
Rua Joaquim Celidônio Gomes dos Reis,Jardim Sarah,220,3,2,Casa,6000,6530,-23.5779073,-46.7633218
Rua Gê Alves de Medeiros,Santa Maria,72,2,1,Casa em condomínio,2000,2085,-23.5711121,-46.8103664
Rua Bennet,Alto de Pinheiros,400,5,6,Casa,12000,14140,-23.5500897,-46.7152789
"Santa Maria, Osasco - Sp, 06150-740, Brasil",Santa Maria,125,2,1,Casa em condomínio,3100,3252,-23.58019155,-46.8110896818156
Rua Doutor Alberto Seabra,Vila Madalena,314,3,5,Casa em condomínio,15000,19580,-23.5446474,-46.7081022
Rua Corinto,Vila Indiana,92,3,2,Apartamento,3300,5042,-19.9396021,-43.914634
Rua General Newton Estilac Leal,Km 18,56,2,1,Apartamento,1700,2080,-23.536066,-46.8050809
Avenida Otacílio Tomanik,Vila Polopoli,27,1,0,Apartamento,2194,2678,-23.5692809,-46.7498262
Rua Savério Quadrio,Parque Ipe,44,2,1,Apartamento,1800,2169,-23.6004273,-46.8015419
Avenida Hilário Pereira de Souza,Centro,89,2,1,Apartamento,4700,5898,-23.5331266,-46.7723544
Rua Agostinho Navarro,Conceicao,48,2,1,Apartamento,1200,1610,-23.5772725,-46.7989576
Rua Caramboleira,Cidade das Flores,50,2,2,Apartamento,1400,1975,-23.5053222,-46.4634515
Avenida João de Andrade,Santo Antônio,40,1,0,Casa,721,951,-23.5605904,-46.7990137
Rua Cordilheiras,Bela Aliança,300,4,4,Casa,15000,16420,-23.5258538,-46.7242064
dos Pinheiros,Pinheiros,114,2,0,Apartamento,3500,3635,-23.5684632,-46.6921512
Rua Paulo Soares,Santo Antônio,80,2,0,Casa,1227,1363,-23.5581195,-46.7940889
Rua Nazaré Paulista,Vila Madalena,104,3,1,Apartamento,5200,6975,-22.8974039,-47.0350538
Rua Joaquim Celidônio Gomes dos Reis,Jardim Sarah,35,1,0,Casa,1100,1147,-23.5779073,-46.7633218
Avenida Professor Francisco Morato,Butantã,67,2,1,Apartamento,4900,5739,-23.5859515,-46.7227886
Rua Tília,Jardim das Flores,25,1,0,Studio e kitnet,1160,1229,-23.5395934,-46.7911614
Rua Pernambucana,Conceição,58,3,1,Apartamento,1900,2599,-23.5725658,-46.805609
Rua Pernambucana,Conceição,55,2,1,Apartamento,2000,2662,-23.5725658,-46.805609
Avenida Dona Blandina Ignez Júlio,Jaguaribe,64,2,1,Apartamento,2500,3196,-23.562327,-46.786881
Rua Antônio Peres Paniágua,São Pedro,47,2,1,Apartamento,1220,1659,-23.5419063,-46.8131881
Via Transversal Sul,Novo Osasco,64,3,1,Apartamento,1700,2299,-23.580688,-46.794097
Rua Lázaro Suave,City Bussocaba,53,2,1,Apartamento,3200,3837,-23.5633662,-46.7819267
Rua Felipe Mosca,Bela Vista,30,1,0,Casa em condomínio,504,556,-23.5641408,-46.7930306
Rua Juan Vicente,Bandeiras,55,2,0,Apartamento,1400,1857,-23.5597791,-46.8138611
Avenida Franz Voegeli,Continental,61,2,1,Apartamento,3600,4539,-23.5462278,-46.7538227
Avenida José Lopez Lázaro,Presidente Altino,60,2,1,Apartamento,2000,2711,24.7712231,-107.3813514
Avenida José Barbosa de Siqueira,Padroeira,35,1,0,Casa,720,750,-23.5491391,-46.8085679
Rua Doutor Alcídes da Costa Vidigal,Centro,150,2,2,Casa,4150,4499,-22.7261588,-45.1195144
Rua Professor Luis Eulálio de Bueno Vidigal,Centro,49,2,1,Apartamento,2600,3057,-23.353189,-47.865629
Rua Joana Pereira Dias,Padroeira,44,2,0,Apartamento,1110,1381,-23.5516372,-46.8095362
Rua Macieira,Cidade das Flores,70,1,0,Casa,997,1189,-23.5329013,-46.8090991
Rua Pelopia,City América,58,3,1,Apartamento,1500,2488,-23.4894513,-46.7375264
Rua Bernardina Gonçalves Hahne,Instituto de Previdencia,100,2,2,Casa,4500,4691,-23.5775836,-46.7136693
Rua Campo Grande,Padroeira,65,2,1,Apartamento,1800,2483,-23.5491686,-46.8088321
Viela Maria Barcera Gamera,Jardim das Flores,80,1,0,Casa,1500,1813,-1.431012,-48.447532
Rua Marina,Pestana,120,1,0,Casa,800,914,-22.872314,-43.3705053
dos Pinheiros,Pinheiros,72,2,1,Apartamento,11000,12260,-23.5684632,-46.6921512
Rua Doutor Hélio Fidélis,Cidade São Francisco,86,3,2,Apartamento,7500,8396,-23.5626322,-46.7559888
Rua Sebastião de Mello Dias,Jaguaribe,35,1,0,Apartamento,919,1132,-22.366851,-46.927862
Rua Campo Grande,Padroeira,73,2,1,Apartamento,2100,2797,-23.5491686,-46.8088321
Avenida Cásper Líbero,Vila Osasco,95,3,1,Apartamento,1850,2296,-23.5438955,-46.783614
Viela José Antônio Ferreira da Costa,Jardim das Flores,35,1,0,Casa,931,1108,-23.756273,-46.803231
Rua Campo Grande,Padroeira,70,2,1,Apartamento,2100,2797,-23.5491686,-46.8088321
Rua Miosótis,Jardim das Flores,320,5,4,Casa,9200,9791,-23.5343722,-46.792105
Rua Maestro Arturo de Angelis,Vila Comercial,91,3,2,Apartamento,4100,5346,-23.489728,-46.73197
Rua Campo Grande,Padroeira,65,2,0,Apartamento,1800,2483,-23.5491686,-46.8088321
Rua Antônio Peres Paniágua,São Pedro,48,2,1,Apartamento,1500,1840,-23.5419063,-46.8131881
Rua Arthur Eloy,Vila Yara,249,2,2,Casa,2900,3289,-16.461432,-49.95877
Avenida dos Autonomistas,Vila Yara,86,2,0,Apartamento,1600,1827,-23.5484039,-46.7589987
Rua Giovani Recordati,Parque São Domingos,146,3,4,Casa em condomínio,5200,7033,-23.5068923,-46.740226
Rua Pereira Leite,Alto de Pinheiros,325,4,4,Casa,12000,12610,-23.5452692,-46.6984755
Rua Cerro Corá,Vila Romana,190,3,1,Apartamento,3800,5814,-23.5353323,-46.7123913
Avenida Radialista Manoel de Nóbrega,Adalgisa,360,3,3,Casa,5030,5924,-3.694637,-38.586446
Rua São Paulo Antigo,Real Parque,129,3,2,Apartamento,6560,10300,45.164447,-89.095413
Rua Sepetiba,Siciliano,85,2,1,Casa em condomínio,3800,4161,-23.5371651,-46.7001494
Avenida João Batista,Centro,160,2,1,Apartamento,2300,2585,-22.9174851,-47.0615459
Rua Savério Quadrio,Parque Ipê,43,2,1,Apartamento,1680,2021,-23.6004273,-46.8015419
Rua Francisco de Carvalho Melo,Jardim Agu,144,3,0,Casa,3800,4365,-19.574395,-46.920361
Rua Don Francisco Manuel Vieira,Jardim Primeiro de Maio (chacara Fazendinha),70,1,0,Casa,870,991,-23.5767722,-46.8073341
Rua Atílio Lofredo,Padroeira,60,1,0,Casa,700,736,-23.5579488,-46.8036287
Avenida Maestro Alfredo Belardi,Padroeira,282,4,2,Casa,3080,3366,-21.116221,-47.813986
Rua Doutor Bruno Rangel Pestana,Jardim Leonor,230,3,4,Apartamento,15000,18220,-23.5960612,-46.7089681
Avenida Carlos Drummond de Andrade,Recanto das Rosas,120,2,0,Casa,1400,1600,-21.1533895,-47.7626812
Avenida Imperatriz Leopoldina,Vila Leopoldina,100,2,2,Apartamento,10000,11700,-23.5372806,-46.7255653
Rua Camargo,Butantã,61,2,1,Apartamento,4500,5538,-23.5679366,-46.7080094
Alameda Paineira Vermelha,Adalgisa,188,4,4,Apartamento,8572,12260,-23.5575038,-46.7689303
Rua Sarandira,Jaguaré,12,1,0,Casa,1070,1181,-23.5430127,-46.7430838
Rua Capitão Raimundo Barros Nascimento,Km 18,200,3,2,Casa,3500,3983,-23.5254351,-46.805592
Rua Sapetuba,Butantã,26,1,0,Apartamento,2520,2917,-23.5742214,-46.7090399
Rua Padre Luís Yeber,Vila Sao Luis(zona Oeste),150,2,1,Casa,4190,4368,-23.5714854,-46.743162
Avenida Sarah Veloso,Veloso,56,2,1,Apartamento,1100,1620,-23.564059,-46.7988402
Avenida Olavo Bilac,Km 18,55,2,1,Apartamento,2550,3400,-23.5301371,-46.7959594
Avenida Sarah Veloso,Veloso,50,1,0,Casa,830,865,-23.564059,-46.7988402
Rua Imperial,Santo Antônio,243,4,2,Casa,3690,4064,-23.5592894,-46.7983662
Rua Aramanaí,Vila Madalena,295,4,3,Casa,14530,15300,-2.4397152,-54.7546754
Avenida Franz Voegeli,Continental,50,1,1,Apartamento,4840,5632,-23.5462278,-46.7538227
Rua José Screpante,Vila Yolanda,182,4,4,Casa,2660,2897,-23.5508565,-46.7947036
Avenida José Barbosa de Siqueira,Padroeira,56,2,1,Apartamento,900,1279,-23.5491391,-46.8085679
Rua 8,Jardim Boa Vista (zona Oeste),46,2,1,Apartamento,1260,1858,-14.52186,-49.159734
Rua Adolfino de Arruda Castanho,Vila Dinorah,200,4,3,Casa,5330,5557,-23.5649527,-46.7529215
Avenida Edmundo Amaral,Piratininga,72,3,1,Apartamento,2500,3165,-23.516183,-46.8025933
Avenida Novo Osasco,Bussocaba,50,1,1,Casa,926,1040,-23.5653456,-46.7877703
Passagem Francisco Gomes de Morães,Vila Yolanda,195,4,1,Casa,2130,2393,-6.180569,-43.780816
Avenida Pau Brasil,Cidade das Flores,212,3,2,Casa,5810,6107,-23.5345235,-46.8100262
Rua Lourenço Collino,Presidente Altino,70,2,1,Casa,1500,1647,-23.527742,-46.7706946
Rua Sousa Reis,Vila Indiana,92,3,2,Apartamento,2800,4355,-23.5692693,-46.728367
Rua Sanazar Mardiros,Presidente Altino,48,2,1,Apartamento,3000,4029,-23.5297024,-46.76841
Avenida dos Autonomistas,Centro,123,3,2,Apartamento,4840,6731,-23.5484039,-46.7589987
Rua José Ataliba Ortiz,Vila Mangalot,107,2,2,Apartamento,4090,5549,-23.4989198,-46.7452231
Rua André Spitaleti,Pestana,42,1,0,Casa,1200,1371,-18.887384,-48.295471
Rua Jaú,Santo Antônio,57,2,2,Apartamento,4360,5198,-23.5509733,-46.7994305
Rua Santa Marcela,Jardim Roberto,55,2,1,Apartamento,2000,2192,-23.5470349,-46.7999802
Rua Padre Paulo Canelles,Vila Dalva,270,5,5,Casa,4840,5255,-25.354288,-49.2404444
Rua Alberto Filipini,Umuarama,110,2,0,Casa,1800,1964,-23.5539364,-46.7733443
Avenida Escola Politécnica,Rio Pequeno,121,2,2,Apartamento,4000,5488,-23.5599664,-46.7481856
Rua General Florêncio,São Pedro,52,2,1,Apartamento,1400,1920,-23.5244164,-46.8117169
Avenida Juan Cabrerizo,Cipava,40,1,0,Studio e kitnet,900,935,-23.5463019,-46.7879485
Rua Professor Arnaldo João Semeraro,Jardim Santa Emília,63,3,1,Apartamento,1700,2144,-23.649409,-46.5997873
Rua Padre Benedito de Camargo,Penha de França,55,2,1,Apartamento,1700,2566,-23.5200039,-46.5470927
Rua Clóvis Beviláqua,Jardim Vista Alegre,45,2,1,Apartamento,950,1488,-23.5373964,-46.3731904
Rua Paulo Célso Costa,Vila Mariana,30,1,0,Casa,600,638,-23.570623,-46.3972484
Rua Rio Mamanguape,Cidade Líder,40,2,0,Apartamento,950,1228,-23.5536108,-46.4713812
Rua Agrimensor Sugaya,Colônia (zona Leste),46,2,1,Apartamento,1400,1737,-23.5570411,-46.4452551
Rua Felice Tosi,Conjunto Habitacional Teotonio Vilela,45,2,0,Apartamento,1000,1338,-23.6066496,-46.5037893
Rua Manuel Ribas,Vila Campanela,24,1,0,Apartamento,1000,1313,-23.5364897,-46.461991
Rua José da Costa de Andrade,Jardim Santa Terezinha (zona Leste),48,2,1,Apartamento,1000,1438,-20.7843618,-49.3919535
Rua Bolívar Ribeiro Boaventura,Jardim Penha,35,1,0,Apartamento,1000,1038,-23.503657,-46.5010909
Rua Miguel Arcanjo de Oliveira,Parque das Paineiras,34,2,0,Apartamento,1135,1299,-23.5386039,-46.4844685
Estrada do Caminho Velho,Jardim Nova Cidade,60,2,1,Apartamento,1500,1808,-23.4404727,-46.4075539
Avenida Aricanduva,Vila California,50,2,1,Apartamento,1350,1902,-23.5690639,-46.504852
Rua Miguel Rachid,Vila Paranagua,60,2,0,Apartamento,1550,1690,-23.4923008,-46.4788668
Rua Benedito Coelho Netto,Itaquera,80,2,1,Casa,1450,1621,-20.758529,-49.369367
Rua Adolfo Lima Barros,Cidade Líder,40,1,0,Casa,1000,1116,-23.5597153,-46.4806357
Rua Manuel Ribas,Vila Campanela,24,1,0,Studio e kitnet,800,1231,-23.5364897,-46.461991
Rua Varzelândia,Jardim Pedro José Nunes,90,2,0,Casa,1300,1355,-23.5044255,-46.4645755
Rua Osório Franco Vilhena,Vila Nova Curuçá,33,2,0,Apartamento,1000,1348,-23.5151709,-46.419012
Rua Antão Leme da Silva,Cidade Líder,42,2,0,Apartamento,3000,3296,-23.5626921,-46.4705157
Rua Moacir Fagundes,Fazenda Aricanduva,52,2,1,Apartamento,1500,1958,-23.5633768,-46.4791451
Rua Cachoeira da Ilha,Vila Carmosina,70,2,2,Apartamento,1800,2049,-23.5565736,-46.460544
Rua John Speers,Jardim Helian,40,2,0,Apartamento,3000,3266,-23.564877,-46.456981
Avenida Odair Santanelli,Parque Cecap,65,3,1,Apartamento,1400,1721,-23.4582319,-46.4944982
Rua Canto da Tarde,Conjunto Residencial José Bonifácio,55,2,1,Apartamento,1400,1634,-23.5527045,-46.4371288
Rua Jácome Teles de Menezes,Jardim Penha,38,2,0,Apartamento,1100,1357,-23.4988772,-46.4912908
Rua John Speers,Jardim Helian,40,2,0,Casa em condomínio,3000,3277,-23.564877,-46.456981
Rua Manuel Alves Ferreira,Vila Ré,20,1,1,Studio e kitnet,800,831,-23.643298,-46.4319738
Rua Miguel Rachid,Vila Paranagua,52,2,0,Apartamento,1400,1534,-23.4923008,-46.4788668
Rua Miguel Rachid,Vila Paranagua,35,1,0,Apartamento,950,1057,-23.4923008,-46.4788668
Rua Guido Bonici,Jardim Belém,49,2,1,Apartamento,1500,1995,-23.4900549,-46.4699096
Rua Cícero Dantas,Parque Cisper,100,3,0,Casa,2500,2606,-23.4971157,-46.4954596
Rua Italina,Vila Carmosina,46,2,1,Apartamento,1700,2221,-23.5426011,-46.4488199
Rua Manuel Alves Ferreira,Vila Ré,70,2,1,Casa,1400,1460,-23.643298,-46.4319738
Avenida Líder,Cidade Líder,56,2,1,Apartamento,1500,1954,-23.5522665,-46.4647193
Rua Professor Leonídio Allegretti,Itaquera,48,2,2,Apartamento,1200,1447,-23.5381295,-46.4419501
Rua Ministro Mário Carneiro,Vila Santa Teresa,80,1,1,Casa,1100,1147,-23.5377087,-46.4898102
Rua Adolfo Lima Barros,Cidade Líder,60,1,0,Casa,1400,1533,-23.5597153,-46.4806357
Rua Crato,Jardim Nordeste,42,2,0,Apartamento,1009,1346,-23.5340103,-46.4849885
Rua Senador Georgino Avelino,Itaquera,48,2,1,Apartamento,2500,2896,-23.5463852,-46.458309
Rua Sabbado D’ângelo,Itaquera,40,2,0,Apartamento,4000,4354,-23.556367,-46.4451968
Rua Márcia Angélica Lopes,Parque Sao Francisco,67,3,1,Casa em condomínio,1050,1136,-22.839872,-43.605142
Rua Miguel Rachid,Vila Paranagua,43,2,0,Apartamento,1250,1378,-23.4923008,-46.4788668
Rua Miguel Rachid,Vila Paranagua,30,1,0,Apartamento,950,1047,-23.4923008,-46.4788668
Rua Padre José Vieira de Matos,Conjunto Habitacional Padre Manoel da Nóbrega,52,2,1,Apartamento,1300,1590,-23.5456587,-46.4783609
Rua Bacurau,Cidade Antônio Estêvão de Carvalho,24,1,0,Casa,900,968,-23.5297354,-46.4708642
Avenida Pires do Rio,Jardim Norma,26,1,0,Casa,950,1040,-23.4965803,-46.4421073
Avenida Pires do Rio,Jardim Norma,28,1,0,Casa,950,1040,-23.4965803,-46.4421073
Rua Belila,Parque Guarani,25,1,0,Casa,880,929,-22.8726721,-43.4720834
Rua Antares,Cidade Satelite Santa Barbara,53,2,1,Apartamento,1000,1393,-23.6097276,-46.4635538
Rua Sabbado D’ângelo,Itaquera,40,1,0,Apartamento,4000,4354,-23.556367,-46.4451968
Rua Isidoro de Lara,Conjunto Residencial José Bonifácio,56,2,1,Apartamento,1450,1636,-23.5450956,-46.4411028
Rua Sabbado D’ângelo,Itaquera,44,2,0,Apartamento,4000,4354,-23.556367,-46.4451968
Rua Barralhara,Cidade Antônio Estevão de Carvalho,40,1,1,Casa,1300,1502,-23.538257,-46.4706095
Rua Professor Francisco Pinheiro,Vila Princesa Isabel,90,3,2,Casa,1500,1613,-23.547048,-46.4145446
Rua Roma,Osvaldo Cruz,106,3,1,Apartamento,2500,3260,-12.9281814,-38.3576366
Rua Carapebus,Vila Cosmopolita,42,2,1,Casa,1000,1042,-23.561459,-46.4227319
Rua Baltazar Brum,Vila Ré,50,1,0,Casa,965,1064,-23.5315633,-46.4963273
Rua Firmino Morgado,Jardim Brasília (zona Leste),32,2,1,Apartamento,1480,1682,-23.5557753,-46.493855
Rua dos Ferreiras,Jardim Danfer,300,6,2,Casa,4000,4170,-23.5024143,-46.5051451
Rua Evaldo Calabrez,Vila Princesa Isabel,50,2,0,Casa,800,874,-23.5447728,-46.4150857
Rua Arraial de São Bartolomeu,Vila Carmosina,70,2,0,Casa,500,821,-23.552724,-46.4503214
Rua João Álvares Pires,Vila Jacuí,130,3,2,Casa,2200,2335,-23.5039973,-46.4487317
Rua Benjamin Capusso,Vila Curuçá,62,2,1,Apartamento,1150,1444,-23.5054139,-46.4259215
Avenida Baltazar Santana,Jardim Planalto,60,2,1,Apartamento,1200,1647,-23.508875,-46.446191
Rua Engenheiro Ferreira,Vila Nhocune,81,2,2,Casa,2856,2977,-23.5440037,-46.4964353
Rua Antão Leme da Silva,Cidade Líder,44,2,0,Apartamento,2300,2569,-23.5626921,-46.4705157
Rua Loureiro,Jardim Santa Maria,80,2,1,Casa,1300,1355,-20.8066118,-49.3919859
Rua Renato,Vila Ré,12,1,0,Studio e kitnet,950,987,-23.5296242,-46.5030907
Rua José Guedes,Artur Alvim,24,1,0,Studio e kitnet,1350,1572,-23.543373,-46.4903216
Rua Castelo do Piauí,Itaquera,39,2,0,Apartamento,1200,1247,-23.5455688,-46.4578798
Rua Demerval da Fonseca,Jardim Santa Terezinha (zona Leste),60,3,1,Apartamento,1200,1697,-23.5762805,-46.4928076
Rua Manuel Ribas,Vila Campanela,25,1,0,Studio e kitnet,1000,1288,-23.5364897,-46.461991
Rua José Guedes,Artur Alvim,35,2,0,Studio e kitnet,1500,1733,-23.543373,-46.4903216
Rua José Guedes,Artur Alvim,33,2,0,Studio e kitnet,1500,1733,-23.543373,-46.4903216
Rua Maciel Monteiro,Vila Santa Teresa (zona Leste),48,2,0,Apartamento,1800,1953,-23.5432673,-46.4932555
Rua Frei Fidélis Mota,Parque Cruzeiro do Sul,48,2,1,Apartamento,1300,1962,-23.4931089,-46.4569397
